herb_id,herb_name,herb_name_latin,nature_vi,temp_property,yin_yang,element_group,category_vi,meridian,indication_vi,safety_note,data_source
H043,Phù bình (Bèo cái),Pistia stratiotes L.,Tân,Hàn,Âm,"Kim, Thủy",Thuốc thanh biểu cay mát,"Phế, Thận","Phát hãn khu phong, hành thủy tiêu phù. Chủ trị: Ngoại cảm, mày đay (phong chẩn, ẩn chẩn), đơn độc, phù thũng.","Không phải thực nhiệt, thực tà, người ra mồ hôi nhiều, thể hư không nên dùng. Có thai, cấm dùng.","https://duocdienvietnam.com/dai-phu-binh/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 186"
H044,Rau sam,Herba Portulacae,Toan,Hàn,Âm,"Hỏa, Kim",Thuốc thanh nhiệt giải độc,"Tâm, Đại trường","Thanh nhiệt giải độc, chỉ lỵ. Chủ trị: Xích bạch lỵ, đinh nhọt, eczema, thâm quầng, rạn hay trùng thú cắn, tiểu tiện ra huyết, tụ huyết.","Chú ý: Rau sam có tác dụng kháng khuẩn rõ rệt, đối với trực khuẩn thương hàn, lỵ và trực khuẩn đại tràng. Dịch nước sắc có tác dụng hưng phấn tử cung cô lập của chuột lang, chuột cống và thỏ","https://duocdienvietnam.com/rau-sam/
category_vi, safety_notei:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 209"
H045,Râu ngô,Styli et stigmata Maydis,Cam,Bình,Trung tính (Thiên Dương),Thủy,Thuốc lợi thấp,"Thận, Bàng quang","Lợi tiểu, thông mật, hạ huyết áp, hạ đường huyết, cầm máu. Chủ trị: Tiểu tiện buốt, dắt; nước tiểu vàng đỏ, sỏi đường tiết niệu, viêm gan, viêm túi mật, sỏi mật, tăng huyết áp, tiểu đường, chảy máu cam.","Không dùng cho các trường hợp hư hàn, đái dầm.","https://duocdienvietnam.com/rau-ngo/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 336"
H046,Sài hồ (Rễ),Radix Bupleuri chinensis,"Khổ, tân",Vi hàn,Âm,Mộc,Thuốc thanh nhiệt giải độc,"Can, Đởm, Tâm bào, Tam tiêu","Hòa giải biểu lý, sơ can, thăng dương. Chủ trị: Hàn nhiệt vãng lai, ngực sườn đau trướng, miệng đắng, không muốn ăn, buồn nôn (như sốt rét); đau đầu, chóng mặt, dễ cáu gắt, rối loạn kinh nguyệt, sa dạ con, sa trực tràng.","Không dùng cho người can dương thượng thăng, âm hư hỏa vượng. Chú ý: Thân rễ cây Sài hồ lá dài {Bupleumm longiradiatum Turcz) bề ngoài phủ nhiều mấu tròn rất độc, không thể dùng làm vị thuốc Sài hồ được.","https://duocdienvietnam.com/sai-ho-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 187"
H047,Sử quân tử,Semen Quisqualis,Cam,Ôn,Dương,Thổ,Thuốc trừ giun sán,"Tỳ, Vị","Khử trùng tiêu tích, kiện tỳ, tiêu cam. Chủ trị: Giun đũa, giun kim, các chứng cam tích ờ trẻ em (bụng ỏng, da xanh, mắt mũi nhoèn gỉ).","Khi dùng cần phải loại bỏ lớp vỏ nhân, đồng thời không nên uống nước chè để tránh bị nấc.","https://duocdienvietnam.com/su-quan-tu/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 382"
H048,Thảo quyết minh (Hạt),Semen Sennae torae,Hàm,Bình,Trung tính (Thiên Âm),"Thủy, Mộc, Kim",Thuốc thanh nhiệt táo thấp,"Thận, Can, Đại trường","Tả can minh mục, an thần, nhuận tràng. Chủ trị: Đau mắt đỏ, sợ ánh sáng, mắt mờ, chảy nước mắt (sao vàng), đại tiện bí kết (dùng sống), mất ngủ (sao đen).",Người hay bị phân lỏng không dùng.,"https://duocdienvietnam.com/thao-quyet-minh-hat/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 227"
H049,Thị đế,Calyx Kaki,"Khổ, sáp",Bình,Trung tính (Thiên Âm),Thổ,Thuốc phá khí giáng nghịch,Vị,"Giáng nghịch, hạ khí. Chủ trị Nấc (ách nghịch).",,"https://duocdienvietnam.com/thi-de/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 281"
H050,Thương lục (Rễ củ),Radix Phytolaccae,Khổ,Hàn (Có độc),Âm,Thủy,Thuốc trục thủy,Thận,"Công năng: Thuốc xổ và trục thủy, giải độc tiêu viêm. Chủ trị: Phù toàn thân, vô niệu, táo bón. Dùng ngoài chữa mụn nhọt, đau nhức.","Không dùng cho phụ nữ có thai, người thủy thũng do tỳ hư.","https://duocdienvietnam.com/thuong-luc-re-cu/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 372"
H051,Tô mộc,Lignum Sappan,"Cam, hàm",Bình,Trung tính,"Hỏa, Mộc, Thổ",Thuốc phá huyết,"Tâm, Can, Tỳ","Công năng: Hành huyết khử ứ, tiêu viêm chỉ thông. Chủ trị: Thống kinh, bế kinh, sàn hậu huyết ứ, đau nhói ngực bụng, sưng đau do sang chấn, nhiệt lỵ.","Phụ nữ có thai, huyết hư không ứ trệ thì không nên dùng","https://duocdienvietnam.com/to-moc/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 302"
H052,Trạch tả (Thân rễ),Rhizoma Alismatis,"Cam, hàm",Hàn,Âm,Thủy,Thuốc lợi thấp,"Thận, Bàng quang","Công năng: Lợi tiểu tiện, thanh thấp nhiệt. Chủ trị: Nhiệt lâm tiểu tiện ít, bí, buốt, rắt; phù thũng, đầy trướng, tiêu chảy, đàm ẩm.","Thận hỏa hư, tiểu tiện không cầm, tỳ hư không nên dùng.","https://duocdienvietnam.com/trach-ta-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 334"
H053,Đạm trúc diệp,Herba Lophatheri,"Cam, đạm",Hàn,Âm,"Hỏa, Kim",Thuốc thanh nhiệt táo thấp,"Tâm, Phế, Tiểu trường","Thanh nhiệt, trừ phiền, lợi tiểu. Chủ trị: Nhiệt bệnh, khát nước, tâm nóng bứt rứt, lở miệng, lưỡi, tiểu tiện đỏ, rít, đái rắt.",Phụ nữ có thai không nên dùng,"https://duocdienvietnam.com/dam-truc-diep/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 226"
H054,Tục đoạn (Rễ),Radix Dipsaci,"Khổ, tân, cam",Ôn,Dương,"Mộc, Thủy",Thuốc bổ dương (thuốc trợ dương),"Can, Thận","Công năng: Bổ can thận, cường cân cốt, liền xương, an thai. Chủ trị: Thắt lưng và đầu gối đau yếu, di tinh, động thai, rong kinh, băng huyết, đới hạ, sang chấn, gãy xương, đứt gân. Tửu Tục đoạn thường dùng cho người phong thấp, sang chấn. Diêm Tục đoạn thường dùng cho người đau yếu thắt lưng và đầu gối.",Không dùng cho người âm hư hỏa vượng.,"https://duocdienvietnam.com/tuc-doan-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 351"
H055,Tỳ bà diệp,Folium Eriobriotryae,Khổ,Vi hàn,Âm,"Kim, Thổ",Thuốc thanh phế chỉ khái,"Phế, Vị","Công năng: Thanh phế nhiệt và vị nhiệt, chỉ khái, chi ẩu. Chủ trị: Ho và suyễn do phế nhiệt, sốt và khát do vị nhiệt.","Nôn do hư hàn, ho do phong hàn không nên dùng.","https://duocdienvietnam.com/ty-ba-diep/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 247"
H056,Tỳ giải (Thân rễ),Rhizoma Dioscoreae,Khổ,Bình,Trung tính (Thiên Âm),"Mộc, Thủy, Thổ",Thuốc lợi thấp,"Can, Thận, Vị, Bàng quang","Công năng: Phân thanh trừ trọc, khu phong trừ thấp. Chủ trị: Cao lâm (đái đục), bạch đới quá nhiều; sang độc do thấp nhiệt, đau lưng đầu gối.","Không dùng cho người âm hư hỏa vượng, đau lưng do thận hư.","https://duocdienvietnam.com/ty-giai-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 337"
H057,Uy linh tiên (Rễ và Thân rễ),Radix et rhizoma Clematidis,"Tân, hàm",Ôn,Dương,Thủy,Thuốc khử phong thấp,Bàng quang,"Công năng: Khu phong, trừ thấp, thông kinh lạc, chỉ thống. Chủ trị: Phong tê thấp các khớp chi, gân mạch co rút khó cử động, dân gian dùng chữa họng hóc xương cá.","Huyết hư gây gân co rút, không phong thấp thực tà thì không dùng.","https://duocdienvietnam.com/uy-linh-tien-re-va-than-re-2/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 324"
H058,Xích thược (Rễ),Radix Paeaniae,"Toan, khổ",Vi hàn,Âm,"Mộc, Thổ",Thuốc thanh nhiệt lương huyết,"Can, Tỳ","Công năng: Lương huyết, tán ứ, giảm đau. Chủ trị: Ôn độc phát ban, ỉa máu, chảy máu cam, mắt đỏ sưng đau, can uất, sườn đau, kinh bế, hành kinh đau bụng, hòn cục trong bụng, sưng đau do sang chấn, nhọt độc sưng đau.",Không dùng phối hợp với Lê lô.,"https://duocdienvietnam.com/xich-thuoc-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 233"
H059,Vông nem (Lá),Folium Erythrinae variegatae,Khổ,Bình,Trung tính (Thiên Âm),"Hỏa, Thổ",Thuốc dưỡng tâm an thần,"Tâm, Tỳ","Công năng: An thần, sát trùng. Chủ trị: Mất ngủ (uống), mụn nhọt, loét, trĩ, lậu (đắp ngoài)","Chú ý: Alcaloid erythrine, có trong lá và thân, làm giảm hoạt động của thần kinh trung ương, chất migarin làm giãn đồng tử. Lá vông còn có tác dụng ức chế thần kinh trung ương, hạ nhiệt độ, hạ huyết áp. Phạm Thanh Kỳ và cộng sự thấy alcaloid từ vông nem có tác dụng hạ áp","https://duocdienvietnam.com/vong-nem-la/
category_vi, safety_notei:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 266"
H060,Vừng đen (Hạt),Semen Sesami Nigrum,Cam,Bình,Trung tính (Thiên Dương),"Thổ, Mộc, Thủy",Thuốc nhuận hạ,"Tỳ, Can, Thận","Công năng: Bổ can thận, đường huyết, chỉ huyết, nhuận tràng thông tiện, lợi sữa. Chủ trị: Thiếu máu do huyết hư, tóc bạc sớm, xuất huyết do giảm tiểu cầu, táo bón, sau đẻ ít sữa.","Tỳ vị hư hàn, ỉa chảy không dùng.","https://duocdienvietnam.com/vung-den-hat/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 367"
H061,Xuyên khung (Thân rễ),Rhizoma Ligustici wallichii,Tân,Ôn,Dương,Mộc,Thuốc hoạt huyết,"Can, Đởm, Tâm bào","Hành khí hoạt huyết, trừ phong, giảm đau. Chủ trị: Điều kinh, nhức đầu, hoa mắt, cảm mạo phong hàn, phong thấp nhức mòi, ngực bụng đau tức, nhọt độc sưng đau.",Người âm hư hỏa vượng không nên dùng.,"https://duocdienvietnam.com/xuyen-khung-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 295"
H062,Bạch thược (Rễ),Radix Paeoniae lactiflorae,"Khổ, toan",Vi hàn,Âm,"Hỏa, Mộc, Kim",Thuốc bổ huyết,"Can, Tỳ, Phế","Bổ huyết, dưỡng ẩm, thư cân, bình can, chỉ thống. Chủ trị: Huyết hư, da xanh xao, đau sườn ngực, mồ hôi trộm, kinh nguyệt không đều, âm hư phát sốt, chóng mặt đau đầu, chân tay co rút, đau bụng do can khắc tỳ.",Đầy bụng không nên dùng. Không dùng cùng Lê lô,"https://duocdienvietnam.com/bach-thuoc-re-1/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 318"
H063,Liên kiều (Quả),Fructus Forsythiae suspensae,Khổ,Vi hàn,Âm,"Mộc, Hỏa, Kim",Thuốc thanh nhiệt giải độc,"Tâm, Đởm, Tam tiêu, Đại trường","Thanh nhiệt giải độc, tiêu sưng tán kết. Chủ trị: Đinh nhọt,  tràng nhạc, đờm hạch, nhũ ung, đan độc (viêm quầng đỏ); cảm mạo phong nhiệt, ôn bệnh vào tâm bào sốt cao gây háo khát, tinh thần hôn ám (mê sáng), phát ban; lâm lậu kèm bí tiểu tiện.","Không dùng cho người tỳ vị hư hàn, âm hư nội nhiệt, nhọt đã vỡ.","https://duocdienvietnam.com/lien-kieu-qua/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 206"
H064,Thăng ma (Thân rễ),Rhizoma Cimicifugae,"Tân, vi cam",Vi hàn,Âm,"Thổ, Kim, Hỏa",Thuốc thanh biểu cay mát,"Phế, Tỳ, Vị, Đại trường","Thấu chẩn, tán phong, giải độc, thăng dương khí. Chủ trị: Phong nhiệt ở dương minh có nhức đầu, đau răng, họng sưng đau; sởi không mọc, dương độc phát ban; sa trực tràng, sa dạ con.","Âm hư hỏa vượng, trên thực dưới hư không nên dùng. Thăng ma có tính mát, nếu tỳ vị hư yếu, nên dùng chung với các vị có tính ấm để dưỡng tỳ vị","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 188"
H065,Nhân sâm (Thân rễ và Rễ),Rhizoma et Radix Ginseng,"Cam, khổ",Bình,Trung tính,"Hỏa, Kim, Thủy, Thổ",Thuốc bổ khí,"Tỳ, Phế, Tâm","Đại bổ nguyên khí, ích huyết, kiện tỳ ích phế, sinh tân, an thần ích trí. Chủ trị: Khí hư muốn thoát, chân tay lạnh, mạch vi, tỳ hư, kém ăn, phế hư ho suyễn; tân dịch thương tổn, miệng khát nước, nội nhiệt tiêu khát, đái tháo, bệnh lâu ngày gầy yếu, tâm hồi hộp, suy tim kiệt sức, hay choáng ngất.","Không được dùng phối hợp với Lê lô, Ngũ linh chi.","https://duocdienvietnam.com/nhan-sam/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 283"
H066,Thỏ ty tử,Semen Cuscutae,"Tân, cam",Vi ôn,Dương,"Mộc, Thủy, Thổ",Thuốc bổ dương (thuốc trợ dương),"Can, Thận, Tỳ","Công năng: Làm ấm thận tráng dương, bổ can sáng mắt, lợi niệu.
Chủ trị: Trường hợp thận hư yếu dẫn đến liệt dương, di tinh, đau lưng, đi giải nhiều lần, tả lỵ lâu ngày không khỏi. Chức năng thận, can kém, sức lực yếu kiệt, chóng mặt, mắt hoa, tai ù, gối mỏi, chữa đái ra máu, đái buốt. Nếu là trường hợp đẻ non với tính chất thường xuyên, nên dùng thỏ ty tử phối hợp với tục đoạn, tang ký sinh, bạch truật, đỗ trọng. Giây tơ hồng: dùng nước sắc rửa ngoài có thể chữa được bệnh mụn nhọt, sưng lở ở trẻ em","Những người thận dương cường, đại tiện bí táo không nên dùng","Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 354"
H067,Bạc hà,Herba Menthae,Tân,Lương,Âm,"Kim, Thủy",Thuốc giải biểu cay mát,"Phế, Can","Sơ phong thanh nhiệt, thấu chẩn, sơ can giải uất. Chủ trị: Cảm mạo phong nhiệt, đau đầu, đau mắt đỏ; thúc đẩy sởi, đậu mọc; can uất ngực sườn căng tức.","Người khí hư huyết táo, mồ hôi nhiều, trẻ em dưới 1 tuổi không nên dùng.","https://duocdienvietnam.com/bac-ha-herba-menthae/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 179"
H068,Ma hoàng,Herba Ephedrae,"Tân, vi khổ",Ôn,Dương,"Hỏa, Thổ, Mộc, Kim",Thuốc giải biểu cay ấm,"Phế, Bàng quang","Phát hãn giải biểu hàn, chỉ ho. bình suyễn, lợi thủy. Chủ  trị: Cảm mạo phong hàn, dương thủy; ngực tức, ho suyễn, hen phế quản, phù thũng.","Dương hư tự ra mồ hôi, không nên dùng.","https://duocdienvietnam.com/ma-hoang/
category_vi: Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 167"
H069,Hoàng liên (Thân rễ),Rhizoma Coptidis,Khổ,Hàn,Âm,Thổ,Thuốc thanh nhiệt táo thấp,"Tâm, Tỳ, Vị, Can, Đởm, Đại trường","Thanh nhiệt táo thấp, thanh tâm, trừ phiền, thanh can sáng mắt, tả hỏa, giải độc. Chủ trị: Đau bụng, viêm ruột, ỉa lỵ, bồn chồn mất ngủ, đau mắt đỏ.","Âm hư phiền nhiệt, tỳ- hư tiết tả không nên dùng.","https://duocdienvietnam.com/hoang-lien-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 220"
H070,Tri mẫu (Thân rễ),Rhizoma Anemarrhenae,"Khổ, cam",Hàn,Âm,"Thủy, Mộc, Thổ",Thuốc thanh nhiệt giáng hỏa,"Phế, Vị, Thận","Công năng: Thanh nhiệt, tả hỏa, trừ phiền chỉ khát, nhuận táo. Chủ trị: Nhiệt bệnh có sốt cao khát nước, phế thận âm hư có cốt chưng, trào nhiệt; nội nhiệt tiêu khát, ruột ráo táo bón.",Người hư hàn không nên dùng.,"https://duocdienvietnam.com/tri-mau-than-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 217"
H071,Viễn chí (Rễ),Radix Polygalae,"Khổ, tân",Ôn,Dương,"Hỏa, Thủy, Kim",Thuốc dưỡng tâm an thần,"Tâm, Thận, Phế","Công năng: An thần ích trí, trừ đờm chỉ khái. Chủ trị: Mất ngủ, hay mê, hay quên, hồi hộp, đánh trống ngực, tinh thần hoảng hốt. Ho đờm nhiều. Mụn nhọt, vú sưng đau.","Người viêm loét dạ dày, phụ nữ có thai, người trầm cảm không nên dùng.","https://duocdienvietnam.com/vien-chi-re/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 267"
H072,Đại táo (Quả),Fructus Ziziphi jujubae,Cam,Ôn,Dương,Thổ,Thuốc bổ khí,"Tỳ, Vị","Bổ trung, ích khí, dưỡng huyết, an thần. Chủ trị: Tỳ hư kém ăn, kém sức, phân lỏng, hysteria.",Không nên dùng cho người bụng đau trướng đầy,"https://duocdienvietnam.com/dai-tao-qua/
category_vi, safety_notei:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 289"
H073,Hạnh nhân (Khổ Hạnh Nhân),Semen Armeniacae amarum,"Khổ, tân",Ôn (Ít độc),Âm,Kim,Thuốc ôn phế chỉ khái,"Phế, Đại trường","Chỉ khái bình suyễn, nhuận tràng thông tiện. Chủ trị: Ho suyễn do ngoại tà hoặc đờm ẩm, táo bón do huyết hư và thiếu tân dịch.","Hư nhược mà ho không phải do tà khí thì không dùng, không dùng quá liều, kéo dài để tránh methemoglobin.","https://duocdienvietnam.com/kho-hanh-nhan/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 246"
H074,Bách hợp (Thân hành),Bulbus Lilii,Cam,Hàn,Âm,"Kim, Hỏa",Thuốc bổ âm (dưỡng âm),"Phế, Tâm","Dưỡng âm, nhuận phế, thanh tâm, an thân. Chủ trị: Âm hư, ho lâu ngày, trong đờm lẫn máu, hư phiền, kinh hãi, tim đập mạnh, mất ngủ, hay ngủ mê, tinh thần hoảng sợ.","Trúng hàn (cảm lạnh), hàn thấp ứ trệ, tỳ, thận dương suy không nên dùng.","https://duocdienvietnam.com/bach-hop-than-hanh/
category_vi:  Sách: ĐHY.Dược Học Cổ Truyền (NXB Y Học 2002) - Phạm Xuân Sinh,  trang 344"
